,url,domain,havingIP,getLength,tinyURL,redirection,httpDomain,web_traffic,ServerFormHandler,UsingPopupWindow,domainAge,domainEnd,NonStdPort,forwarding,rightClick
0,http://dbs.vote-friend.com/sg?ref=anything,dbs.vote-friend.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
1,https://www.halisupportservice.com/Login.php,halisupportservice.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
2,https://docs.google.com/document/d/e/2PACX-1vTS9czxqyCsGi-QUifs7m1MqJZMLCjLcCNhW3DsaHdss5ymnPy6y0VSGwvF3pIu6js22Ydjyew1OyO_/pub?embedded=true,docs.google.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
3,https://is.gd/N19JOz,is.gd,0,0,1,0,0,1,1,-1,1,1,1,0,0
4,https://httpsservices.runescape.com-ov.ru/,httpsservices.runescape.com-ov.ru,0,0,0,0,1,1,-1,-1,1,1,1,1,1
5,https://viandjo.com/website/membership/service/billing.php?SessionID-xb=NL.=.3754672._.4d1d7fa8d72fb5318fdf3baed95a10e7.=.Netherlands,viandjo.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
6,https://facebookcase1477777.web.app/appeal.html,facebookcase1477777.web.app,0,0,0,0,0,1,1,-1,1,1,1,0,0
7,https://oximedica.com/wp-includes/imgs/att.php,oximedica.com,0,0,0,0,0,1,1,-1,0,1,1,0,0
8,http://myetherwallets.kr/wallet,myetherwallets.kr,0,0,0,0,0,1,1,-1,0,1,1,0,0
9,https://06ac1c2f55d2f5e45de07cd8f199a561-dot-gle9392420309493993.rj.r.appspot.com/,06ac1c2f55d2f5e45de07cd8f199a561-dot-gle9392420309493993.rj.r.appspot.com,0,1,1,0,0,1,1,-1,1,1,1,0,0
10,http://secure285.inmotionhosting.com/~opendo31/monescpace/lcl/request.html,secure285.inmotionhosting.com,0,0,0,0,0,1,1,-1,0,0,1,0,0
11,https://linktr.ee/Midasbuyvip,linktr.ee,0,0,0,0,0,1,1,-1,0,0,1,0,0
12,http://abbeyroadmoron.com/fonts/Covid-19/ali1/ali/login.php,abbeyroadmoron.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
13,https://olx.bolxgift.online,olx.bolxgift.online,0,0,0,0,0,1,-1,-1,1,1,1,1,1
14,http://jwrmdctbhstpklcdvbfgznhkii-dot-gle39404049.rj.r.appspot.com/,jwrmdctbhstpklcdvbfgznhkii-dot-gle39404049.rj.r.appspot.com,0,1,1,0,0,1,1,-1,1,1,1,0,0
15,https://www.trilife.space/com/images/secure/online/fulls.php,trilife.space,0,0,0,0,0,1,-1,-1,1,1,1,1,1
16,https://ezreadtampcraez.com/jp/aol.html?email=jdoe1@emailhost.c,ezreadtampcraez.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
17,https://bit.ly/2R7AugZ,bit.ly,0,0,1,0,0,1,-1,-1,0,1,1,1,1
18,https://olx.pl-savedpay.xyz/delivery/351502756,olx.pl-savedpay.xyz,0,0,0,0,0,1,-1,-1,1,1,1,1,1
19,http://grandmarketltd.co.uk/wp-includes/inozfoZ/noande/paypal/59c0d7ceb90328d92e80f4e1f3646b99/view/surf2.php,grandmarketltd.co.uk,0,0,0,0,0,1,1,-1,0,1,1,0,0
20,https://uniswap.walletsconnectors.com/swap.html#/swap,uniswap.walletsconnectors.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
21,https://odumzat.cn/pc/MUFG_pcselectcard.html,odumzat.cn,0,0,0,0,0,1,-1,-1,1,1,1,1,1
22,http://cambodiatraining.com/redirect/,cambodiatraining.com,0,0,0,0,0,1,1,-1,0,0,1,0,0
23,https://www.recipient-authorisation-secure.com/Login.php,recipient-authorisation-secure.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
24,https://drive.google.com/file/d/1ik3UxH3RDigwAr7D269WVkoWp17Cci1n/edit,drive.google.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
25,http://kinstationery.com/4tr/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=nobody@mycraftmail.com,kinstationery.com,0,0,0,0,0,1,1,-1,0,0,1,0,0
26,https://services.oldschool.com-12.ru/m=forum/forums.ws4877492211802836667223,services.oldschool.com-12.ru,0,0,0,0,0,1,-1,-1,1,1,1,1,1
27,https://www.isamayy.com/oro/,isamayy.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
28,http://ckkfecwxlhzlisryjywxsjdpsp-dot-gle39404049.rj.r.appspot.com/,ckkfecwxlhzlisryjywxsjdpsp-dot-gle39404049.rj.r.appspot.com,0,1,1,0,0,1,1,-1,1,1,1,0,0
29,https://bit.ly/2TcKWEr,bit.ly,0,0,1,0,0,1,1,-1,0,1,1,0,0
30,https://koshiki-roguinamazn.myvnc.com/L5sMnlT,koshiki-roguinamazn.myvnc.com,0,0,0,0,0,1,-1,-1,1,1,1,1,1
31,http://banking.sparkasse.de-id1897ajjes9021ucnds2130213454345b0juah104zb1092uhda.xyz/spkk/,banking.sparkasse.de-id1897ajjes9021ucnds2130213454345b0juah104zb1092uhda.xyz,0,1,0,0,0,1,-1,-1,1,1,1,1,1
32,https://clouddoc-authorize.firebaseapp.com/...xxx........./......,clouddoc-authorize.firebaseapp.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
33,http://demo.bradescocontrol.vertitecnologia.com.br/usuarios/sign_in,demo.bradescocontrol.vertitecnologia.com.br,0,0,0,0,0,0,0,-1,1,1,1,0,0
34,https://ip-72-167-35-191.ip.secureserver.net/SWISS/b1fcf79f9e74cf0d040b2192800da433/,ip-72-167-35-191.ip.secureserver.net,0,0,0,0,0,1,-1,-1,1,1,1,1,1
35,http://vetec-eu.net/bper/proces.php,vetec-eu.net,0,0,0,0,0,1,1,-1,0,1,1,0,0
36,https://switch.com.kw/.kw/,switch.com.kw,0,0,0,0,0,0,1,-1,1,1,1,0,0
37,https://olx.pl.oferta-payment.works/get/?id=47321339,olx.pl.oferta-payment.works,0,0,0,0,0,1,-1,-1,1,1,1,1,1
38,http://ht.ly/dBqF30qSyYt,ht.ly,0,0,0,0,0,0,1,-1,0,1,1,1,0
39,https://whitefordkenworth-my.sharepoint.com/personal/bwalters_lglk_com/_layouts/15/Doc.aspx?sourcedoc={1d96cb1e-0031-41b8-8774-24bb2f7c4caa}&amp;action=default&amp;slrid=9ebb659f-7054-a000-b19b-7cb962889fc8&amp;originalPath=aHR0cHM6Ly93aGl0ZWZvcmRrZW53b3J0aC1teS5zaGFyZXBvaW50LmNvbS86bzovZy9wZXJzb25hbC9id2FsdGVyc19sZ2xrX2NvbS9FaDdMbGgweEFMaEJoM1FrdXk5OFRLb0JPN09POGhoXzd0dFZFcW56WWR1YkNBP3J0aW1lPVN3cWtEVjhuMkVn&amp;cid=2ae6d679-a1b4-4b0f-a76a-46e32d437c42,whitefordkenworth-my.sharepoint.com,0,0,1,0,0,1,1,-1,1,1,1,0,0
40,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email?????????????????????????????????????????????????????????????????protected]tageapp.com/-/www.paypal.com/cgi-bin/,email302.com,0,0,0,0,0,1,1,-1,0,1,1,0,0
41,http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM,formbuddy.com,0,0,0,0,0,0,1,-1,0,0,1,0,0
42,https://buildingcorp.com.au/wp-admin/ty/,buildingcorp.com.au,0,0,0,0,0,1,1,-1,1,1,1,0,0
43,https://www.onlineservicefree.club/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/-2TxMqcOA-OhcCJ61bO8_oiYnK4c3EHuOvQ-HFC6T5E,onlineservicefree.club,0,0,0,0,0,1,0,-1,0,1,1,0,0
44,https://olx.pl-getpost.work/confirmation/payout/650927241,olx.pl-getpost.work,0,0,0,0,0,1,-1,-1,1,1,1,1,1
45,https://signinlogin007.wixsite.com/my-site,signinlogin007.wixsite.com,0,0,0,0,0,1,1,-1,1,1,1,0,0
46,https://info-dati-riepilogo.000webhostapp.com/,info-dati-riepilogo.000webhostapp.com,0,0,0,0,0,1,1,-1,0,1,1,0,0
47,http://update.amazon.shopppy.xyz/mobile/homepage/,update.amazon.shopppy.xyz,0,0,0,0,0,1,-1,-1,1,1,1,1,1
48,http://dhi.it/tlajiqfe/ygffbfbq.html?mejlnyzcabb.php?qme2,dhi.it,0,0,0,0,0,1,1,-1,0,0,1,0,0
49,http://timeline-1242785355.surfshop.ma/connect.html,timeline-1242785355.surfshop.ma,0,0,0,0,0,1,-1,-1,1,1,1,1,1
